"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.179003667E0,-1.828386912E0,-1.256709900E0,-3.538337302E-1,2.246667929E0
3.189029667E0,-1.852317812E0,-2.896868509E-1,-3.469563521E0,3.943712816E0
3.199054667E0,-1.396629678E0,7.041404200E-1,-2.205172280E0,2.703548219E0
3.209080667E0,-2.541419193E-1,1.232639253E0,9.372023959E-1,1.569183218E0
3.219105667E0,5.473834388E-1,5.674266708E-1,1.743997557E0,1.913930285E0
3.229131667E0,8.800119491E-1,-9.233917111E-1,-8.711344870E-1,1.544651604E0
3.239157667E0,1.952456204E0,-1.345002272E0,-4.401927785E0,4.999808452E0
3.249182667E0,6.732989886E-1,-4.112153810E-1,-5.134224887E0,5.194486963E0
3.259208667E0,-1.523529607E0,1.467912499E0,-2.739970171E-1,2.133303526E0
3.269233667E0,-8.337676361E-1,2.235947784E0,1.959145857E0,3.087536794E0
3.279259667E0,-2.568225753E-1,1.677189025E0,9.976928651E-1,1.968327187E0
3.289285667E0,-1.314701124E-1,1.309946460E0,4.657014176E-1,1.396467661E0
3.299310667E0,2.525745732E-1,1.035536630E0,2.519343030E-1,1.095262945E0
3.309336667E0,1.406867860E-1,7.149472439E-1,-4.545866646E-2,7.300745330E-1
3.319361667E0,4.100884764E-1,7.841730148E-1,-3.619205026E-1,9.560786190E-1
3.329387667E0,5.378488228E-1,3.847573149E-1,-2.930952660E-1,7.233425070E-1
3.339413667E0,1.927827001E-3,-2.456093699E-1,-6.453747332E-1,6.905332905E-1
3.349438667E0,-2.009195392E-1,-2.460800707E-1,-7.387664616E-1,8.041765647E-1
3.359464667E0,-1.726068825E-2,2.925420463E-2,-1.288163535E-1,1.332193409E-1
3.369489667E0,3.315985233E-1,9.681468844E-2,2.034611776E-1,4.009078639E-1
3.379515667E0,1.593828195E-1,-3.413353068E-1,3.396868305E-1,5.072472943E-1
3.389540667E0,4.062589887E-1,-6.300994670E-1,3.962810075E-1,8.480037389E-1
3.399566667E0,8.534243672E-1,-7.449153936E-1,5.928101648E-1,1.278536658E0
3.409592667E0,6.186794163E-1,-9.129123312E-1,-2.127170277E-1,1.123130303E0
3.419617667E0,1.201946194E0,-1.383888010E0,1.041756459E0,2.108335172E0
3.429643667E0,1.523225844E0,-2.081546207E0,2.872615428E0,3.860695660E0
3.439668667E0,4.242456087E-1,-2.808691912E0,3.262031804E0,4.325457905E0
3.449694667E0,6.727397025E-2,-2.558675496E0,2.025381947E0,3.263972750E0
3.459720667E0,8.836736217E-2,-1.488632693E0,3.041465767E-1,1.521953095E0
3.469745667E0,-1.271323554E-1,-4.140840250E-1,-3.595163468E-1,5.629211483E-1
3.479771667E0,-5.363057426E-1,2.933904773E-1,-4.858267298E-1,7.808517357E-1
3.489796667E0,-6.561641617E-1,6.249410534E-1,-5.422441748E-1,1.055997856E0
3.499822667E0,-4.858207364E-1,2.929384875E-1,-5.650056311E-1,8.006660407E-1
3.509848667E0,-4.520837639E-1,-3.620578390E-1,-5.336708410E-1,7.875723300E-1
3.519873667E0,-2.695464090E-1,-7.570916355E-1,-1.290141356E-1,8.139334483E-1
3.529899667E0,-4.887541384E-3,-9.190817285E-1,4.275530863E-1,1.013674876E0
3.539924667E0,-2.240895697E-1,-1.062447270E0,8.200908525E-1,1.360720156E0
3.549950667E0,-4.586750378E-1,-1.011753080E0,1.329207919E0,1.732287730E0
3.559976667E0,-3.943294993E-1,-7.322041315E-1,1.503390480E0,1.718080784E0
3.570001667E0,-5.094312085E-1,-5.752221787E-1,1.292054711E0,1.503265142E0
3.580027667E0,-5.846179233E-1,-3.458680683E-1,1.174885573E0,1.357114198E0
3.590053292E0,-1.657267562E-1,1.062731445E-2,1.168374552E0,1.180117533E0
3.600079292E0,-3.726914392E-1,-2.126924694E-2,1.185055342E0,1.242460243E0
3.610105292E0,-8.737219530E-1,-1.452670562E-1,1.066128531E0,1.386045675E0
3.620130292E0,-1.335268851E0,-1.386415762E-1,5.894977172E-1,1.466175961E0
3.630156292E0,-1.733027304E0,2.271239823E-1,-4.022738189E-2,1.748309807E0
3.640181292E0,-1.762024962E0,1.031416681E0,-4.064269499E-1,2.081762523E0
3.650207292E0,-1.821422586E0,1.629487440E0,-6.193379590E-1,2.521188026E0
3.660233292E0,-1.937598575E0,1.970753165E0,-7.611041410E-1,2.866607017E0
3.670258292E0,-1.984466786E0,2.132266710E0,-1.011093953E0,3.083339217E0
3.680284292E0,-1.910222935E0,2.004560596E0,-1.229332506E0,3.029599520E0
3.690309292E0,-1.377277295E0,1.536214410E0,-1.153895238E0,2.363963130E0
3.700335292E0,-7.501471898E-1,9.947072768E-1,-8.108848500E-1,1.486505167E0
3.710361292E0,-2.113334303E-1,4.947253150E-1,-7.830813396E-1,9.500691240E-1
3.720386292E0,2.004089311E-1,7.596702576E-3,-1.034212966E0,1.053478955E0
3.730412292E0,3.811544068E-1,-1.924149102E-1,-6.086998272E-1,7.435170873E-1
3.740437292E0,4.131278591E-1,-1.018239981E-1,1.315753622E-1,4.453704419E-1
3.750463292E0,3.802251381E-1,-7.753992677E-2,2.997526865E-1,4.903419918E-1
3.760489292E0,4.438090767E-1,-1.461727899E-1,-9.494255617E-2,4.768092596E-1
3.770514292E0,6.881541324E-1,-3.308658671E-1,-7.857124405E-1,1.095615065E0
3.780540292E0,3.978423603E-1,-4.595256615E-1,-1.284290632E0,1.420860586E0
3.790565292E0,6.248507139E-1,-1.197919071E-1,-1.117049739E0,1.285530488E0
3.800591292E0,9.860374640E-1,5.302138209E-2,-6.881437536E-1,1.203587543E0
3.810616292E0,1.040021005E0,-1.211420292E-1,-1.587333401E-1,1.059016221E0
3.820642292E0,8.045056839E-1,-2.332729143E-1,-2.269889116E-3,8.376459875E-1
3.830668292E0,5.420813298E-1,-2.589573938E-1,-2.530826962E-1,6.518910576E-1
3.840693292E0,4.523746629E-1,-2.339646399E-1,-5.774254096E-1,7.699366155E-1
3.850719292E0,5.518439873E-1,-3.450003415E-1,-7.284813555E-1,9.768531656E-1
3.860744292E0,5.416128217E-1,-6.035232872E-1,-7.905776162E-1,1.132518333E0
3.870770292E0,9.210249044E-1,-5.895882028E-1,-3.957221599E-1,1.162969110E0
3.880796292E0,1.361599301E0,-6.758720559E-1,4.637543678E-2,1.520824242E0
3.890821292E0,1.257350902E0,-9.058997655E-1,3.447391172E-1,1.587586449E0
3.900847292E0,9.714096308E-1,-1.066252053E0,6.774281462E-1,1.593561736E0
3.910872292E0,8.257885256E-1,-1.381374877E0,3.476871371E-2,1.609761505E0
3.920898292E0,6.561841884E-1,-1.966677656E0,-3.878749041E-1,2.109228682E0
3.930924292E0,1.175528913E0,-2.145729924E0,-9.566078429E-1,2.626998990E0
3.940949292E0,1.512030034E0,-1.971241407E0,-1.600048317E0,2.955026586E0
3.950975292E0,1.620185982E0,-1.305032460E0,-1.388775844E0,2.501361766E0
3.961000292E0,1.536502385E0,-5.109115773E-1,-8.672768596E-1,1.836855839E0
3.971026292E0,1.023025269E0,-4.780098796E-3,-5.213300000E-1,1.148211008E0
3.981052292E0,3.706063221E-1,4.839652687E-1,-1.664886484E-1,6.318938972E-1
3.991077292E0,6.700075909E-1,1.286568123E0,3.906501389E-1,1.502256715E0
4.001103292E0,1.256372955E0,1.411855243E0,1.373303673E0,2.336187323E0
4.011128292E0,1.326841259E0,4.608342683E-1,1.587983319E0,2.120039379E0
4.021154292E0,7.695323177E-2,-1.437960137E0,9.024651110E-1,1.699439447E0
4.031180292E0,-2.511128058E-1,-2.026396438E0,-1.858479023E-1,2.050336463E0
4.041205292E0,-6.231388684E-1,-1.607386134E0,-1.533175027E-1,1.730750846E0
4.051231292E0,-1.063555610E0,-1.154886487E0,9.708985841E-1,1.845957040E0
4.061256292E0,-9.453825045E-1,-3.983175927E-1,4.479771182E-1,1.119414348E0
4.071282292E0,-1.142609381E0,3.808121985E-1,1.237557346E-1,1.210739282E0
4.081308292E0,-2.066090116E0,1.539104104E-1,-1.280779964E-1,2.075769918E0
4.091333292E0,-3.197069823E0,-6.576129556E-1,-1.045981219E0,3.427504480E0
4.101359292E0,-3.668252494E0,-5.654538202E-1,-1.117332452E0,3.876112252E0
4.111384292E0,-3.421143021E0,1.057428020E-1,-3.807510951E-1,3.443889154E0
4.121410292E0,-3.100082349E0,6.825671178E-1,3.075576961E-1,3.189200555E0
4.131436292E0,-2.816669561E0,9.942628884E-1,1.101240038E0,3.183538240E0
4.141461292E0,-2.513555164E0,1.068017328E0,1.235682728E0,2.997587760E0
4.151487292E0,-2.308922497E0,9.272315776E-1,9.939924547E-1,2.679347401E0
4.161512292E0,-1.678292687E0,8.667304373E-1,2.258965640E0,2.944624553E0
4.171538292E0,-1.234245044E0,5.180913734E-1,3.575983723E0,3.818303169E0
4.181564292E0,-1.192728936E0,2.181069911E-2,3.007526773E0,3.235474511E0
4.191589292E0,-1.681633932E0,-1.371166223E-1,1.336176485E0,2.152222398E0
4.201615292E0,-1.985843951E0,1.593927598E-1,3.039537647E-1,2.015284134E0
4.211640292E0,-1.732525466E0,7.437728477E-1,2.762900028E-1,1.905565193E0
4.221666292E0,-1.201808492E0,1.149212349E0,5.289104766E-1,1.744929502E0
4.231692292E0,-2.698124573E-1,1.117539151E0,6.722011739E-1,1.331745822E0
4.241717292E0,3.020290075E-1,7.068406641E-1,8.020149162E-1,1.110888461E0
4.251743292E0,4.161125703E-1,9.366947114E-2,6.771385628E-1,8.002751241E-1
4.261769292E0,1.090580271E-1,-3.011105561E-1,2.850932783E-1,4.287649678E-1
4.271794292E0,3.568511859E-1,7.346149385E-2,-5.486793280E-2,3.684424649E-1
4.281820292E0,5.759405091E-1,2.057775521E-1,2.088771611E-2,6.119543837E-1
4.291845292E0,3.303095046E-1,-1.836785853E-2,2.298350438E-1,4.028224105E-1
4.301871292E0,8.790720092E-1,3.695101154E-1,1.979136318E-1,9.738968777E-1
4.311897292E0,1.139334063E0,1.563849521E-1,6.974406803E-1,1.344976529E0
4.321922292E0,3.605846331E-1,4.160293937E-3,1.479491740E-2,3.609120048E-1
4.331948292E0,2.534846923E-1,7.835292363E-1,-1.390145116E0,1.615758644E0
4.341973292E0,8.902122706E-2,4.989984602E-1,-1.070683658E0,1.184604465E0
4.351999292E0,1.052542672E-2,9.609314203E-2,-4.941519955E-1,5.035184914E-1
4.362025292E0,4.292587191E-3,-7.989226162E-2,-3.277000384E-1,3.373255326E-1
4.372050292E0,1.881356254E-2,-7.665992081E-2,7.817961216E-2,1.110979089E-1
4.382076292E0,-2.901710004E-1,-1.984486520E-1,3.371133247E-1,4.870590012E-1
4.392101292E0,-3.897541992E-1,-2.269321936E-1,-2.545059085E-2,4.517236865E-1
4.402127292E0,-8.665237382E-2,-2.602367646E-1,-1.139309505E-1,2.970051666E-1
4.412153292E0,2.825123173E-1,-4.816386616E-1,4.851057681E-1,7.396733171E-1
4.422178292E0,4.156426004E-1,-4.923150927E-1,8.065965021E-1,1.032342404E0
4.432204292E0,2.152272373E-1,-1.778255224E-1,2.902408746E-1,4.027212999E-1
4.442229292E0,-5.721240315E-1,5.766839826E-1,-3.689651549E-1,8.922026724E-1
4.452255292E0,-4.897430487E-1,1.076292307E0,-1.235363178E0,1.710080573E0
4.462281292E0,-1.085079503E-1,6.272109425E-1,-8.653491788E-1,1.074242404E0
4.472306292E0,5.115204187E-1,-6.175419867E-2,1.832238181E-1,5.468433846E-1
4.482332292E0,-3.385230884E-1,-6.368167484E-1,2.420235649E-1,7.607291623E-1
4.492357292E0,-7.810070398E-1,5.478256345E-2,-2.507727537E-1,8.221071095E-1
4.502383292E0,-5.699269402E-1,2.565845937E-1,-3.141881463E-1,6.995473981E-1
4.512409292E0,-2.574303934E-1,1.159368378E-1,3.029104753E-1,4.140851529E-1
4.522434292E0,-9.369110584E-2,1.199117750E-1,3.225813858E-1,3.566729701E-1
4.532460292E0,8.840434581E-2,2.804207683E-1,1.684454191E-1,3.388583699E-1
4.542485292E0,2.174991730E-1,3.564187843E-1,1.442391157E-1,4.417523769E-1
4.552511292E0,5.478621796E-2,-4.918677807E-3,-1.097629090E-1,1.227746686E-1
4.562537292E0,-1.334346306E-1,-8.421335399E-2,-4.582100379E-1,4.846164757E-1
4.572562292E0,-5.877533466E-2,8.219723403E-2,-6.000132036E-1,6.084626281E-1
4.582588292E0,1.725337923E-1,3.867939001E-1,-5.540694375E-1,6.974025898E-1
4.592612917E0,2.076743889E-1,5.642153800E-1,-7.310083759E-1,9.464887175E-1
4.602638917E0,-1.263776261E-1,3.275329542E-1,-8.111583535E-1,8.838704741E-1
4.612664917E0,-4.148964956E-1,-4.625147581E-3,-5.705229177E-1,7.054480092E-1
4.622689917E0,-3.719393411E-1,-1.774770284E-1,-2.364787965E-1,4.751412319E-1
4.632715917E0,-1.234165961E-1,-2.385330695E-1,2.236311480E-2,2.694991472E-1
4.642741917E0,-2.163456635E-1,-3.578443354E-1,1.615924823E-1,4.482969383E-1
4.652766917E0,-2.832328404E-1,-1.376908189E-1,2.430710936E-1,3.978230260E-1
4.662792917E0,-1.667636137E-1,2.664494312E-1,2.692223270E-1,4.138672053E-1
4.672817917E0,-1.867015958E-3,3.935515273E-1,3.504306507E-1,5.269610340E-1
4.682843917E0,-1.058132610E-1,3.220120132E-1,2.622803664E-1,4.285780833E-1
4.692869917E0,-1.258655562E-1,2.575827134E-1,7.713544562E-2,2.968852799E-1
4.702894917E0,-1.361705428E-1,3.724734843E-2,1.188475817E-2,1.416722597E-1
4.712920917E0,-1.555721891E-1,-9.730643928E-2,3.502189815E-3,1.835306908E-1
4.722945917E0,-2.206183702E-2,-2.208902657E-2,1.256566644E-2,3.365331663E-2
4.732971917E0,1.538343966E-1,3.578788340E-2,-2.255538587E-1,2.753549298E-1
4.742997917E0,2.025032575E-1,2.938214171E-1,-8.222892594E-1,8.963806226E-1
4.753022917E0,4.887344040E-1,6.834465390E-1,-1.150527095E0,1.424665956E0
4.763048917E0,1.946093702E-1,9.456163931E-1,-1.255248681E0,1.583575834E0
4.773074917E0,1.610937148E-1,1.310023059E0,-1.179306506E0,1.769993061E0
4.783099917E0,1.105772799E-1,6.899153137E-1,-3.189141583E-1,7.680603592E-1
4.793125917E0,3.840363532E-2,-2.699092287E-1,7.532275030E-1,8.010477528E-1
4.803150917E0,2.593225524E-2,-1.258371679E0,1.384877652E0,1.871378603E0
4.813176917E0,-1.389639039E-1,-1.827979946E0,1.667657918E0,2.478286622E0
4.823202917E0,-3.914433137E-2,-1.131560190E0,1.506721200E0,1.884720010E0
4.833227917E0,3.692146848E-1,-7.651198626E-2,7.894828713E-1,8.749038642E-1
4.843253917E0,1.837964067E-1,2.037707877E-1,2.416242000E-1,3.656308344E-1
4.853278917E0,1.268721543E-1,3.021893674E-1,-1.568001044E-1,3.633197353E-1
4.863304917E0,1.216555609E-1,-1.678642058E-1,-4.437201990E-1,4.897612501E-1
4.873330917E0,-3.402619042E-1,-5.896881902E-1,-2.673791385E-1,7.314382604E-1
4.883355917E0,-4.367305836E-1,-1.257674106E0,1.833467558E-1,1.343909890E0
4.893381917E0,3.149443959E0,-6.765094024E-1,2.414893925E0,4.025962604E0
4.903406917E0,4.561241899E-1,-1.297922246E0,2.709937118E0,3.039146363E0
4.913432917E0,7.402560398E-2,1.711223913E0,-3.471471468E-1,1.747649339E0
4.923458917E0,-4.541549939E-1,2.947702448E0,-2.429173118E0,3.846568408E0
4.933483917E0,-4.211870764E-1,1.496398380E0,-1.754669749E0,2.344242435E0
4.943509917E0,-4.706480889E-1,5.622056919E-1,-1.721025601E-1,7.531295737E-1
4.953535917E0,-7.813882783E-2,6.052686810E-1,1.126681419E0,1.281353532E0
4.963560917E0,1.482975219E-1,6.600974375E-1,1.648460193E0,1.781892755E0
4.973586917E0,4.394612333E-1,7.306990582E-1,1.623810086E0,1.834068288E0
4.983611917E0,9.907032497E-1,5.534097254E-1,1.530554305E0,1.905348193E0
4.993637917E0,1.086862027E0,-2.018739510E-1,1.051119167E0,1.525409342E0
5.003663917E0,-2.683747731E-1,-1.040440689E0,3.977897353E-1,1.145765474E0
5.013688917E0,-9.096523623E-1,-8.668497205E-1,-4.732370898E-2,1.257432062E0
5.023714917E0,-6.337802893E-1,-2.479792464E-1,-1.549089687E-1,6.979741760E-1
5.033739917E0,-4.860685122E-1,3.542646700E-1,-5.705501072E-1,8.290316519E-1
5.043765917E0,-6.372206448E-1,6.044225889E-1,-9.239242463E-1,1.274759910E0
5.053791917E0,-3.157744959E-1,7.042918628E-1,-4.726282485E-1,9.050513917E-1
5.063816917E0,5.544691678E-1,6.544174522E-1,-1.327810581E-1,8.679453146E-1
5.073842917E0,5.218153920E-1,4.389680207E-2,-3.114250445E-1,6.092649595E-1
5.083868917E0,4.719797192E-1,-3.257583243E-1,-1.346413498E-1,5.890769340E-1
5.093893917E0,1.021665134E0,-1.769420081E-1,2.407311840E-1,1.064452734E0
5.103919917E0,1.642543395E0,-1.058357728E-1,1.803458185E-1,1.655800299E0
5.113944917E0,1.888493073E0,-2.137133932E-1,1.355150700E-1,1.905372362E0
5.123970917E0,1.784865940E0,-3.213243806E-1,-2.400515914E-2,1.813717737E0
5.133996917E0,1.075719719E0,-7.788929790E-1,-7.180088460E-1,1.509762859E0
5.144021917E0,8.246239796E-1,-7.819247603E-1,-1.189331777E0,1.644968423E0
5.154047917E0,4.113065976E-1,-4.700991815E-1,-1.000390770E0,1.179384607E0
5.164072917E0,7.163855128E-1,1.265670758E-1,-9.293609874E-1,1.180228483E0
5.174098917E0,6.659676766E-1,8.781348467E-3,-9.963209622E-1,1.198434611E0
5.184124917E0,5.847688546E-1,-3.179651552E-1,-1.157627004E0,1.335348918E0
5.194149917E0,8.702285340E-1,-3.727746159E-1,-1.176258572E0,1.509914847E0
5.204175917E0,1.110275594E0,2.128099984E-1,-1.472010667E0,1.856021388E0
5.214201917E0,8.681753574E-1,6.888528746E-1,-1.874532115E0,2.177640325E0
5.224226917E0,8.764127686E-1,8.242714655E-1,-2.022603496E0,2.353390680E0
5.234252917E0,4.720690354E-1,7.507760578E-1,-1.762076125E0,1.972669798E0
5.244277917E0,-7.062136234E-1,4.382581687E-1,-1.311907032E0,1.553031862E0
5.254303917E0,-1.687122568E0,-1.339515245E-1,-3.389232572E-1,1.726034340E0
5.264329917E0,-2.310686017E0,4.574697804E-1,1.066049155E0,2.585538487E0
5.274354917E0,1.146665740E0,2.335718240E0,2.674558539E0,3.731445483E0
5.284380917E0,2.331078474E0,1.950456310E0,4.242517483E0,5.218923382E0
5.294406917E0,6.223035206E-1,1.158836866E0,6.022171361E0,6.164147343E0
5.304431917E0,3.827188659E-1,7.165447032E-1,4.768494412E0,4.837194331E0
5.314457917E0,7.129049577E-1,9.375805646E-1,1.888316195E0,2.225540125E0
5.324482917E0,1.884058545E0,1.175255263E0,-1.047677203E0,2.455306306E0
5.334508917E0,1.154869530E0,2.478950465E-1,-3.341287304E0,3.543921054E0
5.344534917E0,1.548469151E-1,-5.211453742E-1,-4.646068919E0,4.677769390E0
5.354559917E0,2.139672537E-1,-9.831882620E-1,-5.347419047E0,5.441261950E0
5.364585917E0,2.313919747E-1,-1.413537487E0,-5.254600346E0,5.446324932E0
5.374610917E0,-1.957341553E-1,-1.507851906E0,-4.181954362E0,4.449794548E0
5.384636917E0,-2.495303665E-1,-1.257499275E0,-2.580783234E0,2.881668254E0
5.394662917E0,1.067837160E-1,-7.080890447E-1,-8.877009646E-1,1.140528763E0
5.404687917E0,3.001626494E-1,-8.723753393E-2,4.899640004E-1,5.811821789E-1
5.414713917E0,2.684043746E-1,9.349814773E-2,1.564665792E0,1.590271000E0
5.424739917E0,-8.468712464E-2,-1.898433048E-1,2.133380020E0,2.143483776E0
5.434764917E0,-5.967172743E-1,-3.821324998E-1,2.213646942E0,2.324291190E0
5.444790917E0,-2.023488180E-1,-8.084535778E-2,2.322311743E0,2.332512133E0
5.454815917E0,1.578231478E-1,-5.099590659E-2,1.740191897E0,1.748077963E0
5.464841917E0,2.982856201E-1,-1.300584483E-1,7.118599141E-1,7.827094278E-1
5.474867917E0,8.924770434E-1,-2.923064035E-1,-4.491328204E-1,1.040998846E0
5.484892917E0,1.199834326E0,-6.474060559E-1,-1.686351027E0,2.168528718E0
5.494918917E0,1.677028373E0,-4.564704913E-1,-2.380752471E0,2.947672269E0
5.504943917E0,1.750402890E0,-3.578571993E-1,-2.825151240E0,3.342671324E0
5.514969917E0,1.314838387E0,-8.768917286E-1,-2.973219112E0,3.367160670E0
5.524995917E0,3.036606731E-1,-1.714831061E0,-3.033243120E0,3.497630511E0
5.535020917E0,-5.665104121E-1,-1.611233017E0,-2.887674347E0,3.354946947E0
5.545046917E0,5.637009712E-1,-7.187841868E-1,-1.858086236E0,2.070481575E0
5.555072917E0,8.740366794E-1,-6.648447919E-1,-3.506339876E-1,1.152780511E0
5.565097917E0,6.711115453E-1,-7.289519101E-1,1.312137266E0,1.644221943E0
5.575123917E0,-3.425430492E-2,-8.948532057E-1,2.033557377E0,2.222001626E0
5.585148917E0,4.275400762E-1,-5.291303319E-1,1.663476866E0,1.797199129E0
5.595175917E0,7.963233827E-1,-2.288524193E-1,1.033038260E0,1.324262968E0
5.605201917E0,1.242194041E0,-1.835978937E-1,7.942191160E-1,1.485778660E0
5.615226917E0,5.456987098E-2,-1.074315364E0,2.468171123E-1,1.103653052E0
5.625252917E0,-6.292562985E-1,-1.027713055E0,-1.838620417E-1,1.219000764E0
5.635277917E0,-2.200263396E-1,-2.786987633E-1,-3.175973654E-1,4.763955051E-1
5.645303917E0,-6.696862864E-1,-1.082728922E-1,-1.846462995E-2,6.786336891E-1
5.655329917E0,-9.932099511E-1,3.882843554E-1,1.524345732E-1,1.077249761E0
5.665354917E0,-1.046998634E0,8.795533812E-1,5.085235745E-2,1.368358963E0
5.675380917E0,-7.656734477E-1,1.159625071E0,-8.764713138E-2,1.392360640E0
5.685406917E0,-4.969674298E-1,7.781340104E-1,-3.561878192E-1,9.896155451E-1
5.695431917E0,-5.075324714E-2,5.175475824E-1,-4.226367474E-3,5.200473578E-1
5.705457917E0,-1.070031694E-1,1.802842766E-1,5.693293548E-1,6.067025736E-1
5.715482917E0,4.638053848E-1,4.097974312E-1,7.871673739E-1,1.001340024E0
5.725508917E0,6.709139094E-1,1.091451799E0,-2.002226973E-1,1.296719565E0
5.735534917E0,1.560344115E-2,1.389724116E0,-9.657342502E-1,1.692400434E0
5.745559917E0,-6.858617315E-1,1.548700554E0,-1.350089496E0,2.166015090E0
5.755585917E0,-5.647208717E-1,1.387664727E0,-1.524647594E0,2.137539086E0
5.765610917E0,-3.424024236E-1,9.618009013E-1,-1.116631006E0,1.512998743E0
5.775636917E0,5.568259612E-2,7.759758031E-1,-6.157140740E-1,9.921405241E-1
5.785662917E0,3.838853489E-1,8.355583459E-1,-2.886102323E-1,9.637538984E-1
5.795687917E0,3.628295253E-1,7.736199600E-1,-1.246110360E-1,8.635166572E-1
5.805713917E0,-5.032635655E-1,2.392663103E-1,-2.512326372E-1,6.112613365E-1
5.815739917E0,-7.183757588E-1,-1.957191718E-1,-3.349694431E-1,8.164399873E-1
5.825764917E0,-8.989844097E-1,-7.663998181E-1,-2.935091027E-1,1.217246583E0
5.835790917E0,-1.268318962E0,-1.100991531E0,-3.590203567E-1,1.717472258E0
5.845815917E0,-1.309864891E0,-8.121729916E-1,-4.903720629E-1,1.617354557E0
5.855841917E0,-1.226037161E0,-2.663880354E-1,-7.231380236E-1,1.448122339E0
5.865867917E0,-8.957457832E-1,4.580287743E-1,-1.142100088E0,1.522019539E0
5.875892917E0,6.295755565E-2,8.181143475E-1,-1.722406129E0,1.907867294E0
5.885918917E0,3.300326389E-1,9.233051723E-1,-1.968074555E0,2.198802274E0
5.895943917E0,4.924229738E-1,1.306663249E0,-2.035857964E0,2.468717659E0
5.905969917E0,8.088818863E-1,1.707303940E0,-2.155084884E0,2.865932223E0
5.915995917E0,1.058774488E0,2.226266549E0,-2.406956183E0,3.445388836E0
5.926020917E0,1.411296688E0,2.327242700E0,-2.597660637E0,3.762400525E0
5.936046917E0,2.048253623E0,1.712211508E0,-2.406839093E0,3.594424234E0
5.946072917E0,1.901877642E0,6.744780797E-1,-1.897108215E0,2.769671248E0
5.956097917E0,1.528786107E0,2.110704517E-1,-1.432158530E0,2.105425314E0
5.966123917E0,5.172167762E-1,2.125470491E0,-1.492621225E0,2.648217537E0
5.976148917E0,5.858241747E0,9.100563757E0,-1.493644487E0,1.092566844E1
5.986174917E0,7.223608702E0,8.582973490E0,-1.165216763E0,1.127854985E1
5.996200917E0,5.078852924E0,5.428623424E0,-6.411493890E-1,7.461619921E0
6.006225917E0,-3.590656726E-1,3.161507642E-1,-8.676566362E-1,9.908115368E-1
6.016251917E0,-3.242846213E0,-4.058732479E0,-1.298115935E0,5.354854421E0
6.026276917E0,6.619185528E-1,-4.841137880E0,-1.968459302E0,5.267787407E0
6.036302917E0,1.840674690E0,-6.308016592E0,-2.017150090E0,6.873721781E0
6.046328917E0,-2.719852826E-1,-8.010952662E0,-2.121546425E0,8.291579932E0
6.056353917E0,4.530253118E-1,-8.628049675E0,-1.459059522E0,8.762267276E0
6.066379917E0,-4.784627464E-1,-8.865889265E0,-2.211108519E-1,8.881543169E0
6.076405917E0,-2.530988053E0,-7.816274879E0,1.434817551E0,8.340189141E0
6.086430917E0,-3.768439271E0,-4.438751210E0,3.324696707E0,6.705017154E0
6.096456917E0,-4.200651419E0,-1.556881394E0,6.108254070E0,7.574966654E0
6.106481917E0,-4.392005937E0,4.593058062E-1,8.738290740E0,9.790730465E0
6.116507917E0,-2.821213725E0,2.235678227E0,8.096426675E0,8.860565948E0
6.126533917E0,-3.659198080E0,2.336365526E0,3.369750381E0,5.495775841E0
