"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.275167308E1,-1.037374994E-1,2.242641091E-2,-1.124887347E-2,1.067283929E-1
6.276169908E1,3.032746106E-2,-8.802866220E-2,1.245398462E-1,1.554958956E-1
6.277172408E1,2.485271305E-2,1.744054860E-1,-1.268413103E-1,2.170798214E-1
6.278175008E1,-6.974851191E-2,6.078765392E-3,1.476421952E-3,7.002846653E-2
6.279177608E1,1.088251618E-1,-7.671371520E-2,1.095171797E-1,1.724004715E-1
6.280180208E1,6.909567028E-2,1.509897262E-1,-1.608124638E-1,2.311552672E-1
6.281182808E1,-1.025686410E-1,-1.405746657E-1,9.998154044E-3,1.743029714E-1
6.282185308E1,-7.374216020E-3,-3.522655070E-2,-1.328124869E-1,1.376024913E-1
6.283187908E1,-2.715096116E-2,2.925712824E-2,-1.482853889E-3,3.994187152E-2
6.284190508E1,3.588260829E-2,-4.737823427E-2,1.250935775E-1,1.384942663E-1
6.285193108E1,4.635994166E-2,1.586583495E-1,-7.730954647E-2,1.824787167E-1
6.286195708E1,-6.974617302E-2,-3.726722896E-2,-1.110017878E-1,1.362892949E-1
6.287198208E1,4.428973496E-2,-1.070227575E-1,9.525465131E-2,1.499629949E-1
6.288200808E1,1.204465029E-1,4.972413719E-2,-1.246860266E-2,1.309019325E-1
6.289203408E1,-1.311062694E-2,9.634515703E-2,-9.525523603E-2,1.361170005E-1
6.290206008E1,9.788239002E-3,-5.832363725E-2,3.884129941E-2,7.075381845E-2
6.291208608E1,-1.701978296E-2,-2.037228405E-2,-3.964996934E-2,4.771606688E-2
6.292211208E1,-7.271012664E-3,-5.488781333E-3,7.281128347E-2,7.337899799E-2
6.293213708E1,8.116227686E-3,6.051926672E-2,-7.569805384E-2,9.725559188E-2
6.294216308E1,-7.815651566E-2,6.154428363E-2,-1.638816673E-1,1.917116080E-1
6.295218908E1,5.158238232E-2,-7.118751168E-2,1.855081791E-1,2.052844088E-1
6.296221508E1,9.750933766E-2,1.337205595E-1,-4.627895772E-2,1.718458637E-1
6.297224108E1,-7.377227336E-2,9.079673409E-2,-1.429819643E-1,1.847437073E-1
6.298226608E1,-3.908278942E-2,-2.903551877E-2,9.298943996E-2,1.049645737E-1
6.299229208E1,6.391152889E-2,1.772174120E-2,8.368944347E-2,1.067832692E-1
6.300231808E1,1.728056878E-2,3.852788866E-2,-1.824348825E-1,1.872578506E-1
6.301234408E1,-4.222566783E-3,-1.169793963E-2,-5.911067247E-2,6.040482979E-2
6.302237008E1,3.439390719E-2,-9.447931051E-2,1.291848743E-1,1.637009857E-1
6.303239508E1,3.920002609E-2,1.362588358E-1,-2.579148352E-2,1.441121542E-1
6.304242108E1,-8.519480914E-2,9.853143096E-2,-7.292471945E-2,1.492803172E-1
6.305244708E1,-4.583047628E-2,-1.557207084E-1,7.130737960E-2,1.772966834E-1
6.306247308E1,8.544799358E-2,-7.658916950E-2,-7.991798937E-2,1.398361381E-1
6.307249908E1,-8.820817173E-3,4.520716310E-2,-1.232400101E-1,1.315659322E-1
6.308252508E1,-9.310813844E-3,7.099689245E-3,1.042043996E-1,1.048601628E-1
6.309255008E1,6.811304569E-2,9.039619982E-2,-1.277265787E-2,1.139034711E-1
6.310257608E1,2.212586403E-2,4.643975616E-2,-1.039354277E-1,1.159688662E-1
6.311260208E1,3.509323418E-2,-4.192921400E-2,5.643907964E-2,7.858093778E-2
6.312262808E1,2.987751782E-2,5.544329882E-2,-4.419617951E-2,7.694106665E-2
6.313265408E1,1.367312908E-2,5.742316604E-2,-2.393148422E-2,6.369529334E-2
6.314267908E1,3.346887767E-2,4.072995007E-2,6.276693642E-2,8.196818232E-2
6.315270508E1,-2.118826300E-2,5.875106871E-2,-3.917576015E-2,7.372496692E-2
6.316273108E1,-1.958232522E-2,-4.714376092E-2,-4.773549914E-2,6.989048242E-2
6.317275708E1,-9.607267678E-3,1.108047366E-2,-5.628646731E-2,5.816565044E-2
6.318278308E1,-2.353358120E-2,-4.173684061E-2,4.000840366E-2,6.242167629E-2
6.319280808E1,-2.239191234E-2,4.782028377E-2,-2.343388617E-2,5.776957936E-2
6.320283408E1,-4.235372186E-2,7.946658432E-2,-1.279990590E-1,1.565009101E-1
6.321286008E1,-1.422393680E-2,-1.310518903E-1,1.393040657E-2,1.325555527E-1
6.322288608E1,1.680138946E-2,-4.070656121E-2,-1.297924000E-1,1.370597604E-1
6.323291208E1,-6.644658923E-2,3.024238408E-2,-1.246491891E-1,1.444547381E-1
6.324293808E1,-7.002917826E-2,8.635752797E-3,6.869893670E-3,7.089328229E-2
6.325296308E1,1.132751852E-2,-1.163245082E-2,2.201593637E-2,2.735558521E-2
6.326298908E1,-2.278338343E-2,9.355545044E-5,-2.355299395E-1,2.366293383E-1
6.327301508E1,-4.526885122E-2,-9.424425244E-2,6.603260636E-3,1.047609233E-1
6.328304108E1,2.207294673E-2,-1.273757458E-2,4.204791248E-2,4.916795427E-2
6.329306708E1,-2.590111881E-2,3.403488815E-2,-1.982124245E-1,2.027742755E-1
6.330309208E1,-3.343934923E-2,-5.659812391E-2,-7.120914638E-2,9.691377732E-2
6.331311808E1,-3.950086534E-3,-1.650727451E-2,8.531789303E-2,8.698986243E-2
6.332314408E1,-1.878710389E-2,-1.080565453E-2,-7.563256502E-2,7.867656788E-2
6.333317008E1,-6.264326781E-2,2.403790355E-2,-1.763812602E-1,1.887123439E-1
6.334319608E1,-6.780168146E-2,-3.868927181E-2,-2.262287736E-2,8.127559499E-2
6.335322208E1,5.030681223E-2,-7.062851787E-3,7.158512235E-2,8.777863620E-2
6.336324708E1,-6.348175853E-2,5.768629074E-2,-2.566126603E-1,2.705692134E-1
6.337327308E1,-8.008960515E-2,-4.820853889E-2,-4.520131588E-2,1.038343249E-1
6.338329908E1,1.227272093E-2,-2.236852348E-2,3.181879342E-2,4.078487632E-2
6.339332508E1,-2.122656226E-2,-2.638965368E-2,-1.158111227E-1,1.206614972E-1
6.340335108E1,-3.718361378E-2,-3.884305358E-3,-8.044540823E-2,8.870835736E-2
6.341337608E1,-4.777847618E-2,-1.080799341E-2,3.002077460E-2,5.745295828E-2
6.342340208E1,-6.893867254E-3,-1.171665072E-2,-6.916788340E-2,7.049114415E-2
6.343342808E1,-7.087760925E-2,-2.069680452E-2,-1.956454968E-1,2.091151684E-1
6.344345408E1,-6.915823549E-2,-8.143300295E-2,2.870398164E-2,1.106260099E-1
6.345348008E1,-5.894578099E-3,6.771075726E-3,-8.020801127E-2,8.070885075E-2
6.346350608E1,-6.834284127E-2,2.407240212E-2,-1.512867647E-1,1.677435831E-1
6.347353108E1,-9.730673164E-2,-7.552906930E-2,-3.416177273E-2,1.278290540E-1
6.348355708E1,-6.200913727E-2,-3.119606495E-2,-1.197053683E-1,1.383752245E-1
6.349358308E1,-3.909185261E-2,-2.853909016E-2,-1.299619693E-1,1.386822485E-1
6.350360908E1,-6.220823497E-2,-5.221329689E-2,-9.593468249E-2,1.256962854E-1
6.351363508E1,-7.921164572E-2,-6.528708637E-2,-1.542635822E-1,1.852947416E-1
6.352366008E1,-6.029444128E-2,-8.056410670E-2,-1.453091562E-1,1.767505186E-1
6.353368608E1,-8.214519382E-2,-7.393804193E-2,-7.997353792E-2,1.364200633E-1
6.354371208E1,-6.336422950E-2,-5.369030356E-2,-1.166870356E-1,1.432254815E-1
6.355373808E1,-8.709720075E-2,-4.967502058E-2,-2.219228840E-1,2.435226817E-1
6.356376408E1,-1.043198821E-1,-1.314898467E-1,-1.382387030E-1,2.174446058E-1
6.357378908E1,-8.885224253E-2,-8.062433302E-2,-1.645757318E-1,2.036668249E-1
6.358381508E1,-1.271909738E-1,-4.500777304E-2,-2.282881629E-1,2.651767878E-1
6.359384108E1,-9.215124160E-2,-4.105680943E-2,-2.841781890E-1,3.015539024E-1
6.360386708E1,-1.485666400E-1,-1.202743024E-1,-1.913647503E-1,2.704781359E-1
6.361389308E1,-2.619058523E-1,-1.615807879E-1,-3.585828388E-1,4.725300824E-1
6.362391808E1,-2.997434771E-1,-3.944297791E-2,-8.744698119E-1,9.252563712E-1
6.363394408E1,-4.916119650E-1,3.319230437E-2,-1.722389172E0,1.791482211E0
6.364397008E1,-1.462112646E0,-6.273682326E-1,-2.563335142E0,3.016960613E0
6.365399679E1,-2.851295018E0,-1.629524862E0,-3.076096194E0,4.499733586E0
6.366402279E1,-3.783526550E0,-2.726925618E0,-3.447115476E0,5.799465629E0
6.367404879E1,-4.518850463E0,-3.765087063E0,-3.478366504E0,6.833368396E0
6.368407379E1,-4.912719494E0,-4.596303266E0,-3.390385205E0,7.533626509E0
6.369409979E1,-4.000845628E0,-4.437078322E0,-3.627984474E0,6.989756871E0
6.370412579E1,-2.730344485E0,-3.044896621E0,-3.410569793E0,5.325238281E0
6.371415179E1,-1.907340988E0,-1.531698605E0,-3.360456816E0,4.156527430E0
6.372417779E1,-2.114437380E0,-1.237056824E0,-4.204619340E0,4.866207847E0
6.373420279E1,-2.131766773E0,-7.454966068E-1,-4.948412068E0,5.439391212E0
6.374422879E1,-2.196835173E0,-6.128665531E-1,-5.583577563E0,6.031420114E0
6.375425479E1,-2.837135693E0,-1.602411908E0,-5.956921113E0,6.789843297E0
6.376428079E1,-3.702532380E0,-3.023195849E0,-5.568169565E0,7.338458385E0
6.377430679E1,-3.401860658E0,-3.445099940E0,-4.118102767E0,6.356110441E0
6.378433279E1,-2.900718608E0,-2.962685938E0,-2.942299036E0,5.084171518E0
6.379435779E1,-2.532100193E0,-2.046631313E0,-2.476933760E0,4.090896231E0
6.380438379E1,-2.483779388E0,-1.435284451E0,-2.620946589E0,3.885686879E0
6.381440979E1,-2.601844612E0,-1.346164699E0,-2.594313691E0,3.913082967E0
6.382443579E1,-2.522468660E0,-1.629912533E0,-2.337312191E0,3.805586851E0
6.383446179E1,-2.815686352E0,-1.886361471E0,-2.709038401E0,4.338817614E0
6.384448679E1,-2.979530597E0,-2.006976666E0,-3.620068513E0,5.100044505E0
6.385451279E1,-3.396462801E0,-2.593721368E0,-4.413831546E0,6.143717035E0
6.386453879E1,-3.020385677E0,-2.544612358E0,-4.852865056E0,6.256842729E0
6.387456479E1,-3.204859191E0,-2.685000497E0,-5.090828022E0,6.587630838E0
6.388459079E1,-3.512843734E0,-3.149320875E0,-5.046566938E0,6.908410160E0
6.389461579E1,-2.840993686E0,-2.506916528E0,-4.945333509E0,6.229943749E0
6.390464179E1,-3.595355256E0,-2.749431551E0,-4.376770724E0,6.296195299E0
6.391466779E1,-3.200609728E0,-2.179880587E0,-3.538235561E0,5.245464029E0
6.392469379E1,-2.840659225E0,-1.670018000E0,-3.365125233E0,4.709816640E0
6.393471979E1,-2.979400789E0,-1.964404843E0,-2.885947080E0,4.589597585E0
6.394474579E1,-2.322474881E0,-1.332957593E0,-3.344120865E0,4.284134670E0
6.395477079E1,-3.811681478E0,-2.619514605E0,-4.194716495E0,6.243910548E0
6.396479679E1,-3.395115602E0,-2.663775104E0,-4.376988825E0,6.146587584E0
6.397482279E1,-3.876772390E0,-2.900036530E0,-4.743044406E0,6.777613612E0
6.398484879E1,-4.056063517E0,-3.456980898E0,-4.320449173E0,6.860659534E0
6.399487479E1,-3.738420836E0,-3.154434850E0,-4.434314343E0,6.602226387E0
6.400489979E1,-2.970774391E0,-2.460748082E0,-4.491528763E0,5.920693561E0
6.401492579E1,-3.451879787E0,-2.737755246E0,-4.495779689E0,6.294665429E0
6.402495179E1,-3.172090226E0,-1.969829305E0,-4.932344504E0,6.186307962E0
6.403497779E1,-3.725818332E0,-2.440597993E0,-4.936144025E0,6.648590726E0
6.404500379E1,-3.392821155E0,-2.251000271E0,-4.941539251E0,6.402893703E0
6.405502879E1,-3.890016041E0,-2.376139457E0,-4.787514820E0,6.610488761E0
6.406505479E1,-3.692320510E0,-2.432986087E0,-4.516256053E0,6.320539597E0
6.407508079E1,-3.807801558E0,-2.856856597E0,-4.521225017E0,6.565246224E0
6.408510679E1,-3.507078380E0,-2.886742301E0,-4.686263264E0,6.526403546E0
6.409513279E1,-3.372277547E0,-2.856473020E0,-4.748605108E0,6.486982691E0
6.410515879E1,-3.630385048E0,-3.063336400E0,-5.046844096E0,6.930682566E0
6.411518379E1,-3.874438182E0,-3.231961328E0,-5.397261298E0,7.388320159E0
6.412520979E1,-3.985729114E0,-3.155727085E0,-5.409926367E0,7.423742540E0
6.413523579E1,-3.948525912E0,-3.062925925E0,-5.034809357E0,7.093777369E0
6.414526179E1,-4.112064056E0,-3.090294988E0,-4.909273730E0,7.110552894E0
6.415528779E1,-4.149434780E0,-2.943018828E0,-4.831232697E0,7.015695132E0
6.416531279E1,-4.285470252E0,-2.730798229E0,-4.853777221E0,7.027209088E0
6.417533879E1,-4.507593696E0,-2.653770518E0,-4.850730822E0,7.133756962E0
6.418536479E1,-4.716740121E0,-2.747434142E0,-5.124835428E0,7.487320609E0
6.419539079E1,-4.710525700E0,-2.970458057E0,-5.497502455E0,7.825292754E0
6.420541679E1,-4.485252070E0,-3.008065594E0,-5.811850523E0,7.933697199E0
6.421544179E1,-4.571175734E0,-3.164827691E0,-6.314596463E0,8.413436302E0
6.422546779E1,-4.303670588E0,-2.778991565E0,-6.822787916E0,8.531987435E0
6.423549379E1,-4.448779185E0,-2.731660693E0,-7.210681677E0,8.902108550E0
6.424551979E1,-4.303159541E0,-2.876154163E0,-7.073607155E0,8.765007872E0
6.425554579E1,-4.169167379E0,-2.888509914E0,-6.942809034E0,8.598141860E0
6.426557179E1,-4.471169635E0,-3.238390342E0,-6.747620205E0,8.718308801E0
6.427559679E1,-4.766593482E0,-3.735718837E0,-6.656243427E0,8.998976898E0
6.428562279E1,-4.524408826E0,-3.536179680E0,-6.894312812E0,8.972535378E0
6.429564879E1,-5.388304533E0,-4.136423264E0,-6.845216081E0,9.643692569E0
6.430567479E1,-5.234630350E0,-4.013524731E0,-6.698376709E0,9.400956664E0
6.431570079E1,-5.327447298E0,-3.666673161E0,-6.737850677E0,9.339422815E0
6.432572579E1,-5.558676610E0,-4.178482870E0,-6.543572259E0,9.548661826E0
6.433575179E1,-4.411247662E0,-3.291787115E0,-6.770959951E0,8.725873423E0
6.434577779E1,-5.221490487E0,-3.527685429E0,-7.286653966E0,9.633475666E0
6.435580379E1,-5.028980268E0,-3.380740807E0,-7.405828407E0,9.569030532E0
6.436582979E1,-5.350234482E0,-3.015942378E0,-7.774889456E0,9.908068605E0
6.437585479E1,-5.447826265E0,-3.317464578E0,-7.802228698E0,1.007765622E1
6.438588079E1,-5.273754655E0,-3.149411507E0,-8.042881383E0,1.012023824E1
6.439590679E1,-5.384856430E0,-3.762213741E0,-8.226917818E0,1.052773042E1
6.440593279E1,-5.421643603E0,-4.304547670E0,-8.130175635E0,1.067816023E1
6.441595879E1,-5.604228759E0,-4.960434528E0,-8.223221208E0,1.111911227E1
6.442598479E1,-5.472720201E0,-4.737632807E0,-8.360444250E0,1.105861018E1
6.443600979E1,-5.623050946E0,-4.351632959E0,-8.611110291E0,1.116721236E1
6.444603579E1,-5.866672847E0,-3.753345854E0,-8.648883305E0,1.110444226E1
6.445606179E1,-5.504522038E0,-3.385554235E0,-8.723559265E0,1.085643710E1
6.446608779E1,-5.313301713E0,-3.508300155E0,-8.159243898E0,1.034952202E1
6.447611379E1,-4.807490955E0,-4.019863113E0,-7.618994501E0,9.865107497E0
6.448613879E1,-4.699220401E0,-4.061504644E0,-7.656017316E0,9.858655765E0
6.449616479E1,-4.565534340E0,-3.469555920E0,-8.021220957E0,9.860117024E0
6.450619079E1,-5.214673219E0,-3.307348895E0,-8.393031367E0,1.041990158E1
6.451621679E1,-5.431857519E0,-3.113499663E0,-8.714839312E0,1.073067475E1
6.452624279E1,-5.595426360E0,-3.537259660E0,-8.731407983E0,1.095712040E1
6.453626779E1,-4.913993018E0,-3.467269658E0,-8.292097900E0,1.024344541E1
6.454629379E1,-4.768772739E0,-3.636895630E0,-7.415326624E0,9.537047352E0
6.455631979E1,-4.470916451E0,-3.734762233E0,-6.832710641E0,8.979057721E0
6.456634579E1,-4.186264637E0,-3.311747755E0,-6.221816939E0,8.197773529E0
6.457637179E1,-4.355656721E0,-2.642280740E0,-5.949710911E0,7.832780662E0
6.458639779E1,-5.124270002E0,-2.779585057E0,-6.511685053E0,8.739924392E0
6.459642279E1,-5.197250855E0,-3.486864263E0,-7.276372222E0,9.597668026E0
6.460644879E1,-4.981516664E0,-4.141944789E0,-7.685176211E0,1.005152468E1
6.461647479E1,-4.788924876E0,-4.600473500E0,-7.812574176E0,1.025351028E1
6.462650079E1,-4.469158486E0,-4.321860107E0,-7.995875616E0,1.012846875E1
6.463652679E1,-4.341425183E0,-3.882583353E0,-8.373784087E0,1.020013167E1
6.464655154E1,-3.946491081E0,-2.888335667E0,-7.949535263E0,9.333401613E0
6.465657754E1,-4.270336489E0,-2.160610503E0,-7.273604735E0,8.706855765E0
6.466660354E1,-5.247508843E0,-2.706484337E0,-7.287452111E0,9.379145206E0
6.467662954E1,-5.023295020E0,-3.785603188E0,-7.367502832E0,9.687331022E0
6.468665554E1,-4.825923717E0,-4.925616113E0,-7.334716909E0,1.006723924E1
6.469668054E1,-4.881703816E0,-5.846104097E0,-7.141947657E0,1.044104313E1
6.470670654E1,-4.123876601E0,-5.220257894E0,-7.226196095E0,9.822187165E0
6.471673254E1,-3.941556323E0,-4.026497948E0,-7.703020744E0,9.543850405E0
6.472675854E1,-4.077376910E0,-3.270498573E0,-7.710275969E0,9.315015776E0
6.473678454E1,-4.166110162E0,-2.828650213E0,-7.521173506E0,9.051286474E0
6.474681054E1,-4.519543943E0,-2.984476756E0,-7.399509906E0,9.169848734E0
6.475683554E1,-4.710439162E0,-3.278373018E0,-7.102673079E0,9.131480253E0
6.476686154E1,-5.098324152E0,-3.498961567E0,-6.971922905E0,9.318977960E0
6.477688754E1,-5.064761134E0,-3.493565172E0,-7.004398926E0,9.323004198E0
6.478691354E1,-4.922631694E0,-3.065257795E0,-7.400958261E0,9.402249269E0
6.479693954E1,-5.381880198E0,-2.915886578E0,-8.076366633E0,1.013384068E1
6.480696454E1,-4.985366471E0,-2.405604161E0,-8.288284931E0,9.966768650E0
6.481699054E1,-5.246828227E0,-2.909523053E0,-8.174948350E0,1.014023231E1
6.482701654E1,-5.147026781E0,-3.421074316E0,-7.564395540E0,9.768096746E0
6.483704254E1,-5.474880162E0,-3.581100914E0,-7.596377470E0,1.002514575E1
6.484706854E1,-5.243364336E0,-4.021683936E0,-7.569689024E0,1.004823383E1
6.485709354E1,-3.940918977E0,-3.560566662E0,-6.663447196E0,8.521150502E0
6.486711954E1,-4.249836151E0,-3.887360528E0,-6.496591635E0,8.682072452E0
6.487714554E1,-5.078740658E0,-4.177248523E0,-7.281771541E0,9.811585431E0
6.488717154E1,-5.544764915E0,-4.145748988E0,-8.206184760E0,1.073653207E1
6.489719754E1,-5.566491998E0,-4.172481288E0,-8.483029956E0,1.097074430E1
6.490722254E1,-5.499450747E0,-4.074247481E0,-8.330615264E0,1.078158623E1
6.491724854E1,-5.936554676E0,-3.898355048E0,-8.493985884E0,1.107193071E1
6.492727454E1,-5.995338489E0,-3.578474929E0,-9.031650812E0,1.141579094E1
6.493730054E1,-5.547789679E0,-3.392218891E0,-9.423989627E0,1.144974671E1
6.494732654E1,-5.089037020E0,-3.403042088E0,-9.549430529E0,1.134330713E1
6.495735254E1,-5.529826448E0,-3.786564471E0,-9.574891645E0,1.168741208E1
6.496737754E1,-5.480890515E0,-4.323565155E0,-9.589333683E0,1.186122662E1
6.497740354E1,-5.533465755E0,-5.095979419E0,-9.259458334E0,1.193003848E1
6.498742954E1,-5.321634580E0,-5.415831470E0,-8.830207801E0,1.164575437E1
6.499745554E1,-5.571325892E0,-5.271512248E0,-8.793097862E0,1.166820824E1
6.500748154E1,-5.437679007E0,-5.006089003E0,-8.485917311E0,1.125344715E1
6.501750654E1,-5.027625468E0,-4.611279155E0,-7.425107262E0,1.008330953E1
6.502753254E1,-5.477173440E0,-4.747605819E0,-7.428289901E0,1.037876104E1
6.503755854E1,-5.123366023E0,-4.200644987E0,-8.136878298E0,1.049300177E1
6.504758454E1,-5.295688146E0,-3.839559540E0,-9.144504998E0,1.124315356E1
6.505761054E1,-5.461496471E0,-3.678736551E0,-9.815197005E0,1.181943901E1
6.506763654E1,-6.043552290E0,-4.162931031E0,-1.012089178E1,1.250147869E1
6.507766154E1,-5.999844353E0,-4.908689008E0,-1.009372211E1,1.272700224E1
6.508768754E1,-5.689320365E0,-5.517404038E0,-9.867060639E0,1.265578916E1
6.509771354E1,-4.934024994E0,-5.264716614E0,-9.871976978E0,1.222774604E1
6.510773954E1,-3.990473837E0,-4.394263254E0,-9.478627764E0,1.118381935E1
6.511776554E1,-3.281136412E0,-3.519477108E0,-8.281590453E0,9.577959893E0
6.512779054E1,-2.691344726E0,-2.711305366E0,-6.907352103E0,7.893416643E0
6.513781654E1,-2.782886395E0,-2.359931560E0,-6.531955596E0,7.481990214E0
6.514784254E1,-4.487207671E0,-3.181467698E0,-7.421189042E0,9.237468062E0
6.515786854E1,-6.674513052E0,-4.625277974E0,-9.059622722E0,1.216630941E1
6.516789454E1,-7.658526941E0,-5.552153456E0,-9.718891025E0,1.356231122E1
6.517791954E1,-7.538814556E0,-5.594807725E0,-1.033447419E1,1.396198250E1
6.518794554E1,-7.056629764E0,-5.235981642E0,-1.168781577E1,1.462246781E1
6.519797154E1,-5.661178300E0,-4.909507619E0,-1.233606031E1,1.443366166E1
6.520799754E1,-4.500776135E0,-4.876046342E0,-1.030717471E1,1.225849356E1
6.521802354E1,-3.132747527E0,-4.255735699E0,-7.589219309E0,9.247791257E0
6.522804854E1,-2.111422555E0,-3.338551392E0,-6.381400902E0,7.505085481E0
6.523807454E1,-1.847384516E0,-2.826347580E0,-5.494619193E0,6.449179038E0
6.524810054E1,-1.678423373E0,-2.234072582E0,-4.639146985E0,5.415705869E0
6.525812654E1,-2.037571052E0,-1.860783995E0,-4.762290516E0,5.503964374E0
6.526815254E1,-3.022861388E0,-2.015150489E0,-4.837281057E0,6.049612424E0
6.527817854E1,-3.727383631E0,-1.989261941E0,-4.834494274E0,6.420505174E0
6.528820354E1,-4.600489873E0,-2.071391348E0,-5.039019352E0,7.130700191E0
6.529822954E1,-4.527340035E0,-2.014562259E0,-5.682266284E0,7.539457474E0
6.530825554E1,-4.587510223E0,-1.999056028E0,-7.131213339E0,8.711812598E0
6.531828154E1,-5.110532554E0,-2.613852162E0,-8.213901331E0,1.002087527E1
6.532830754E1,-5.029490730E0,-3.121038478E0,-8.912693303E0,1.069919437E1
6.533833254E1,-5.326152724E0,-3.414562857E0,-9.564767191E0,1.146786439E1
6.534835854E1,-4.825724035E0,-3.895378230E0,-8.651267214E0,1.064452951E1
6.535838454E1,-4.179510226E0,-3.854957013E0,-7.253013765E0,9.216029946E0
6.536841054E1,-4.349409263E0,-3.480578506E0,-6.259078905E0,8.379012854E0
6.537843654E1,-4.116942680E0,-3.274490467E0,-5.792299188E0,7.824463862E0
6.538846154E1,-3.385233808E0,-2.911090107E0,-5.635383893E0,7.189701327E0
6.539848754E1,-3.053988456E0,-2.902183628E0,-5.635081007E0,7.035883261E0
6.540851354E1,-2.250044836E0,-2.844327768E0,-5.474791285E0,6.567057319E0
6.541853954E1,-1.729960147E0,-2.719321899E0,-5.537342459E0,6.406998924E0
6.542856554E1,-2.826683210E0,-3.566412708E0,-5.754460101E0,7.336432964E0
6.543859154E1,-3.562116174E0,-4.447914382E0,-5.252211174E0,7.749731363E0
6.544861654E1,-3.552871141E0,-3.821208639E0,-4.825970203E0,7.107356555E0
6.545864254E1,-2.887981911E0,-2.694218048E0,-4.235168118E0,5.791018856E0
6.546866854E1,-2.846383649E0,-1.441297143E0,-5.137618611E0,6.047674125E0
6.547869454E1,-3.636687469E0,-1.412895463E0,-5.996627800E0,7.154111706E0
6.548872054E1,-3.133496556E0,-1.274428718E0,-6.168822454E0,7.035434577E0
6.549874554E1,-4.566656129E0,-2.299920416E0,-7.797468479E0,9.324403295E0
6.550877154E1,-4.576843733E0,-2.898695179E0,-7.438238938E0,9.202028624E0
6.551879754E1,-4.642309744E0,-2.193076583E0,-7.109927720E0,8.769931404E0
6.552882354E1,-5.736224390E0,-2.853644137E0,-7.670806094E0,9.994439516E0
6.553884954E1,-4.420288042E0,-2.452592971E0,-7.025992693E0,8.655560755E0
6.554887454E1,-4.194220651E0,-1.856872793E0,-6.728810297E0,8.143485215E0
6.555890054E1,-3.583792972E0,-1.993005913E0,-5.889548909E0,7.176519420E0
6.556892654E1,-2.306873925E0,-1.667499604E0,-5.279600117E0,5.998032980E0
6.557895254E1,-2.669339315E0,-2.167595587E0,-6.727307562E0,7.555164462E0
6.558897854E1,-3.185139164E0,-3.557622004E0,-7.136739542E0,8.586899156E0
6.559900454E1,-2.710162235E0,-4.392895006E0,-6.893595359E0,8.611861753E0
6.560902954E1,-2.649569294E0,-5.013434275E0,-6.729406128E0,8.799979972E0
6.561905554E1,-2.447004202E0,-5.345276628E0,-6.218885729E0,8.557707141E0
6.562908154E1,-3.440259030E0,-5.042282099E0,-6.395271667E0,8.840785636E0
6.563910754E1,-4.609053705E0,-4.451574154E0,-5.468498511E0,8.424034928E0
6.564913342E1,-4.322961137E0,-3.581925371E0,-4.591646544E0,7.252682286E0
6.565915842E1,-4.298488201E0,-3.069445571E0,-4.552835065E0,6.973292196E0
6.566918442E1,-4.260157363E0,-2.621036636E0,-5.040615642E0,7.101167500E0
6.567921042E1,-3.336751619E0,-1.518626570E0,-5.601350175E0,6.694420199E0
6.568923642E1,-2.840033573E0,-7.274561924E-1,-6.952482083E0,7.545329040E0
6.569926242E1,-2.825441262E0,-1.755403136E0,-8.062747883E0,8.721952873E0
6.570928742E1,-2.885076429E0,-3.357698100E0,-8.620326088E0,9.690604955E0
6.571931342E1,-3.434006018E0,-4.937116417E0,-8.312677175E0,1.026002523E1
6.572933942E1,-3.616153218E0,-5.189036102E0,-6.769939027E0,9.264703675E0
6.573936542E1,-3.361087731E0,-4.064346975E0,-4.986075153E0,7.257876583E0
6.574939142E1,-3.441032617E0,-3.134738504E0,-4.049967502E0,6.170050870E0
6.575941642E1,-4.161593773E0,-2.453144363E0,-4.467347603E0,6.579815697E0
6.576944242E1,-4.902510256E0,-1.842882160E0,-5.517211665E0,7.607262715E0
6.577946842E1,-5.049408100E0,-1.610693904E0,-6.527028147E0,8.407910171E0
6.578949442E1,-4.869569381E0,-2.071605356E0,-7.183278701E0,8.922093230E0
6.579952042E1,-3.506555931E0,-2.572597132E0,-7.212789599E0,8.422501071E0
6.580954542E1,-2.421899182E0,-2.604632857E0,-6.512715333E0,7.420590877E0
6.581957142E1,-2.768740811E0,-3.080064114E0,-6.597394710E0,7.789630131E0
6.582959742E1,-3.548849427E0,-4.374923004E0,-6.758966142E0,8.798744618E0
6.583962342E1,-2.712611049E0,-3.900568219E0,-5.061651585E0,6.942118402E0
6.584964942E1,-1.809348963E0,-2.824623236E0,-3.767097335E0,5.044131484E0
6.585967542E1,-1.169655969E0,-1.848018939E0,-2.979619474E0,3.696133290E0
6.586970042E1,-7.028458464E-1,-1.342431836E0,-2.772706978E0,3.159749911E0
6.587972642E1,-1.414535022E0,-1.818717372E0,-3.162643172E0,3.912921420E0
6.588975242E1,-2.261365045E0,-2.265704849E0,-3.131713740E0,4.478260966E0
6.589977842E1,-2.156781746E0,-1.637325633E0,-2.900109036E0,3.967767023E0
6.590980442E1,-2.535967834E0,-1.104570027E0,-3.027801701E0,4.101071926E0
6.591982942E1,-2.824061319E0,-7.954546326E-1,-2.796331483E0,4.053090200E0
